,Comb
2011-04,0.8035216032605859
2011-05,0.1753229165724572
2011-06,0.8507561452787935
2011-07,0.15845470043478033
2011-08,0.1735355323718346
2011-09,0.34865853602855407
2011-10,0.29242644554489844
2011-11,0.700684609856759
2011-12,0.3933968548042598
2012-01,0.23058896257092248
2012-02,0.587166564834282
2012-03,0.6270389043643692
2012-04,0.6898936188859939
2012-05,0.24182296441033713
2012-06,0.025208019320334563
2012-07,0.556523177859519
2012-08,0.8726162579767147
2012-09,0.4501869710140355
2012-10,0.48512990290803204
2012-11,0.3985266814440415
2012-12,0.8267200898462937
2013-01,0.16355181585810735
2013-02,0.5780823066811095
2013-03,0.7648072348385379
2013-04,0.1708491855812339
2013-05,0.8063578160321723
2013-06,0.5280187546482166
2013-07,0.662296649280163
2013-08,0.813764345787028
2013-09,0.21872945398639898
2013-10,0.41250761538451364
2013-11,0.5359050702908575
2013-12,0.12339158494818303
2014-01,0.6674759134147459
2014-02,0.2496678127923408
2014-03,0.8642509637963938
2014-04,0.7506585855512603
2014-05,0.29511892286833225
2014-06,0.49146720143941436
2014-07,0.514083487633243
2014-08,0.5468142938165357
2014-09,0.6852366613103541
2014-10,0.6772792927393263
2014-11,0.0929317977214264
2014-12,0.45365676179430126
2015-01,0.4775720971034422
2015-02,0.36973021170429154
2015-03,0.39196608495616875
2015-04,0.6349368215948687
2015-05,0.3539005189192002
2015-06,0.3755169232654467
2015-07,0.8125650381696528
2015-08,0.5660570071133185
2015-09,0.8278582484847811
2015-10,0.22336836196820525
2015-11,0.5950284863277477
2015-12,0.21264791044171233
2016-01,0.5708804013423344
2016-02,0.04717059283456393
2016-03,0.37920342193342815
2016-04,0.3084118028841604
2016-05,0.4052625371177368
2016-06,0.39158305625136974
2016-07,0.6966595593428566
2016-08,0.29374110012376575
2016-09,0.8676162902899331
2016-10,0.5648068181072011
2016-11,0.7118978689006175
2016-12,0.49484585643312523
2017-01,0.5996316258224026
2017-02,0.5936191833035791
2017-03,0.5450172682908614
2017-04,0.3273147206879915
2017-05,0.7367819209206424
2017-06,0.49355124448386994
2017-07,0.4971794338864249
2017-08,0.3125569553665641
2017-09,0.5216304299507648
2017-10,0.5413468181965293
2017-11,0.2574734449554157
2017-12,0.6118134977180983
2018-01,0.6156269873831298
2018-02,0.30015180529836555
2018-03,0.7701027772460614
2018-04,0.724962899731008
2018-05,0.20431233641769564
2018-06,0.31192784316209876
2018-07,0.5733148874940937
2018-08,0.9352217692156868
2018-09,0.8814435985015399
2018-10,0.5207204438945333
2018-11,0.7047694494583946
2018-12,0.46066314493005595
2019-01,0.3507927462054747
2019-02,0.5233104799533255
2019-03,0.45732783427700957
2019-04,0.6470856130803673
2019-05,0.5576849296632405
2019-06,0.7270996554957702
2019-07,0.6909196661019195
2019-08,0.6155391408808357
2019-09,0.19880900796051687
2019-10,0.6560716780435814
2019-11,0.4360991513619986
2019-12,0.8417803707134297
2020-01,0.3766277985668799
2020-02,0.5562662652201571
2020-03,0.5499657922666823
2020-06,0.28955713303735536
2020-07,0.6966085668652897
2020-08,0.44884111508735774
2020-09,0.6361528884932068
2020-10,0.4334247954665459
2020-11,0.3001543752170317
2020-12,0.6826857439031663
2021-01,0.40953009786432787
2021-02,0.47605464525125024
2021-03,0.3536563233745394
2021-04,0.5272392842035556
2021-05,0.5421164215799863
2021-06,0.6019934900851922
2021-07,0.29896537931431183
2021-08,0.3553930983955864
2021-09,0.23061276319712337
2021-10,0.3811238204091738
2021-11,0.2010086176509322
2021-12,0.5133797108490983
